Mod:Item:MetaData, Localized Name
Botania:petalBlock:15, Чёрный лепестковый блок
Botania:corporeaIndex, tile.corporeaIndex.name
Botania:corporeaFunnel, tile.corporeaFunnel.name
Botania:endStoneBrick:0, Каменные эндер-кирпичи
Botania:endStoneBrick:1, Резной эндер-кирпич
Botania:endStoneBrick:2, Эндер-кирпич
Botania:endStoneBrick:3, Колонна из эндер-кирпичей
Botania:mushroom:0, Белый мерцающий гриб
Botania:mushroom:1, Оранжевый мерцающий гриб
Botania:mushroom:2, Сиреневый мерцающий гриб
Botania:mushroom:3, Светло-синий мерцающий гриб
Botania:mushroom:4, Жёлтый мерцающий гриб
Botania:mushroom:5, Зеленый мерцающий гриб
Botania:mushroom:6, Розовый мерцающий гриб
Botania:mushroom:7, Серый мерцающий гриб
Botania:mushroom:8, Светло-серый мерцающий гриб
Botania:mushroom:9, Бирюзовый мерцающий гриб
Botania:mushroom:10, Фиолетовый мерцающий гриб
Botania:mushroom:11, Синий мерцающий гриб
Botania:mushroom:12, Коричневый мерцающий гриб
Botania:mushroom:13, Зеленый мерцающий гриб
Botania:mushroom:14, Красный мерцающий гриб
Botania:mushroom:15, Чёрный мерцающий гриб
Botania:pump, tile.pump.name
Botania:doubleFlower1:0, Высокий мистический белый цветок
Botania:doubleFlower1:1, Высокий мистический оранжевый цветок
Botania:doubleFlower1:2, Высокий мистический сиреневый цветок
Botania:doubleFlower1:3, Высокий мистический светло-синий цветок
Botania:doubleFlower1:4, Высокий мистический жёлтый цветок
Botania:doubleFlower1:5, Высокий мистический лаймовый цветок
Botania:doubleFlower1:6, Высокий мистический розовый цветок
Botania:doubleFlower1:7, Высокий мистический серый цветок
Botania:doubleFlower2:0, Высокий мистический светло-серый цветок
Botania:doubleFlower2:1, Высокий мистический бирюзовый цветок
Botania:doubleFlower2:2, Высокий мистический фиолетовый цветок
Botania:doubleFlower2:3, Высокий мистический синий цветок
Botania:doubleFlower2:4, Высокий мистический коричневый цветок
Botania:doubleFlower2:5, Высокий мистический зеленый цветок
Botania:doubleFlower2:6, Высокий мистический красный цветок
Botania:doubleFlower2:7, Высокий мистический чёрный цветок
Botania:fakeAir, tile.fakeAir.name
Botania:blazeBlock, tile.blazeBlock.name
Botania:corporeaInterceptor, tile.corporeaInterceptor.name
Botania:corporeaCrystalCube, tile.corporeaCrystalCube.name
Botania:incensePlate, tile.incensePlate.name
Botania:hourglass, tile.hourglass.name
Botania:ghostRail, tile.ghostRail.name
Botania:sparkChanger, tile.sparkChanger.name
Botania:root, tile.root.name
Botania:felPumpkin, tile.felPumpkin.name
Botania:cocoon, tile.cocoon.name
Botania:lightRelay:0, Светлячок
Botania:lightRelay:1, Светодетектор
Botania:lightLauncher, tile.lightLauncher.name
Botania:manaBomb, tile.manaBomb.name
Botania:cacophoniumBlock, tile.cacophoniumBlock.name
Botania:bellows, tile.bellows.name
Botania:bifrostPerm, tile.bifrostPerm.name
Botania:cellBlock, tile.cellBlock.name
Botania:redStringInterceptor, tile.redStringInterceptor.name
Botania:gaiaHeadBlock, tile.gaiaHeadBlock.name
Botania:corporeaRetainer, tile.corporeaRetainer.name
Botania:teruTeruBozu, tile.teruTeruBozu.name
Botania:shimmerrock, tile.shimmerrock.name
Botania:shimmerwoodPlanks, tile.shimmerwoodPlanks.name
Botania:avatar, tile.avatar.name
Botania:altGrass:0, Сухая трава
Botania:altGrass:1, Золотая трава
Botania:altGrass:2, Яркая трава
Botania:altGrass:3, Выжженная трава
Botania:altGrass:4, Заряженный трава
Botania:altGrass:5, Мутировавшая Трава
Botania:livingwood0Stairs, tile.livingwood0Stairs.name
Botania:livingwood0Wall, tile.livingwood0Wall.name
Botania:livingwood1Stairs, tile.livingwood1Stairs.name
Botania:livingrock0Stairs, tile.livingrock0Stairs.name
Botania:livingrock0Wall, tile.livingrock0Wall.name
Botania:livingrock1Stairs, tile.livingrock1Stairs.name
Botania:dreamwood0Stairs, tile.dreamwood0Stairs.name
Botania:dreamwood0Wall, tile.dreamwood0Wall.name
Botania:dreamwood1Stairs, tile.dreamwood1Stairs.name
Botania:prismarine0Stairs, tile.prismarine0Stairs.name
Botania:prismarine0Wall, tile.prismarine0Wall.name
Botania:prismarine1Stairs, tile.prismarine1Stairs.name
Botania:prismarine2Stairs, tile.prismarine2Stairs.name
Botania:reedBlock0Stairs, tile.reedBlock0Stairs.name
Botania:reedBlock0Wall, tile.reedBlock0Wall.name
Botania:thatch0Stairs, tile.thatch0Stairs.name
Botania:customBrick0Stairs, tile.customBrick0Stairs.name
Botania:customBrick1Stairs, tile.customBrick1Stairs.name
Botania:customBrick2Stairs, tile.customBrick2Stairs.name
Botania:customBrick3Stairs, tile.customBrick3Stairs.name
Botania:biomeStoneA:0, Метаморфический лесной камень
Botania:biomeStoneA:1, Метаморфический луговой камень
Botania:biomeStoneA:2, Метаморфический горный камень
Botania:biomeStoneA:3, Метаморфический грибной камень
Botania:biomeStoneA:4, Метаморфический болотный камень
Botania:biomeStoneA:5, Метаморфический пустынный камень
Botania:biomeStoneA:6, Метаморфический таёжный камень
Botania:biomeStoneA:7, Метаморфический холмистый камень
Botania:biomeStoneA:8, Метаморфический лесной булыжник
Botania:biomeStoneA:9, Метаморфический луговой булыжник
Botania:biomeStoneA:10, Метаморфический горный булыжник
Botania:biomeStoneA:11, Метаморфический грибной булыжник
Botania:biomeStoneA:12, Метаморфический болотный булыжник
Botania:biomeStoneA:13, Метаморфический пустынный булыжник
Botania:biomeStoneA:14, Метаморфический таёжный булыжник
Botania:biomeStoneA:15, Метаморфический холмистый булыжник
Botania:biomeStoneB:0, Метаморфические лесные кирпичи
Botania:biomeStoneB:1, Метаморфические луговые кирпичи
Botania:biomeStoneB:2, Метаморфические горные кирпичи
Botania:biomeStoneB:3, Метаморфические грибные кирпичи
Botania:biomeStoneB:4, Метаморфические болотные кирпичи
Botania:biomeStoneB:5, Метаморфические пустынные кирпичи
Botania:biomeStoneB:6, Метаморфические таёжные кирпичи
Botania:biomeStoneB:7, Метаморфические холмистые кирпичи
Botania:biomeStoneB:8, Резной Метаморфический лесной кирпич
Botania:biomeStoneB:9, Резной Метаморфический луговой кирпич
Botania:biomeStoneB:10, Резной Метаморфический горный кирпич
Botania:biomeStoneB:11, Резной Метаморфический грибной кирпич
Botania:biomeStoneB:12, Резной Метаморфический болотный кирпич
Botania:biomeStoneB:13, Резной Метаморфический пустынный кирпич
Botania:biomeStoneB:14, Резной Метаморфический таёжный кирпич
Botania:biomeStoneB:15, Резной Метаморфический холмистый кирпич
Botania:stone:0, Андезит
Botania:stone:1, Базальт
Botania:stone:2, Диорит
Botania:stone:3, Гранит
Botania:stone:4, Гладкий андезит
Botania:stone:5, Гладкий базальт
Botania:stone:6, Гладкий диорит
Botania:stone:7, Гладкий гранит
Botania:stone:8, Андезитовый кирпич
Botania:stone:9, Базальтный кирпич
Botania:stone:10, Диоритный кирпич
Botania:stone:11, Гранитный кирпич
Botania:stone:12, Резной андезитовый кирпич
Botania:stone:13, Резной базальтовый кирпич
Botania:stone:14, Резной диоритный кирпич
Botania:stone:15, Резной гранитный кирпич
Botania:pavement:0, Белая португальская плитка
Botania:pavement:1, Чёрная португальская плитка
Botania:pavement:2, Синяя португальская плитка
Botania:pavement:3, Красная португальская плитка
Botania:pavement:4, Жёлтая португальская плитка
Botania:pavement:5, Зелёная португальская плитка
Botania:quartzTypeDark:0, Блок дымного кварца
Botania:quartzTypeDark:1, Резной блок дымного кварца
Botania:quartzTypeDark:2, Колонна из дымного кварца
Botania:quartzStairsDark, tile.quartzStairsDark.name
Botania:quartzTypeMana:0, Блок манакварца
Botania:quartzTypeMana:1, Резной блок манакварца
Botania:quartzTypeMana:2, Колонна из манакварца
Botania:quartzStairsMana, tile.quartzStairsMana.name
Botania:quartzTypeBlaze:0, Блок пламенного кварца
Botania:quartzTypeBlaze:1, Резной блок пламенного кварца
Botania:quartzTypeBlaze:2, Колонна из пламенного кварца
